material_id,material_name,family_id,split_group_id,normalized_rock_type,classification_cohort,series_id
g12mt,G12MT,fam_174b14f13ae8,sg_67a73f8b2207,TRACHYANDESITE,TRAIN,family_fam_174b14f13ae8
ldm92,LDM92,fam_b002d692c88f,sg_6aa84d9f2356,TRACHYANDESITE,TRAIN,family_fam_b002d692c88f
g8mt,G8MT,fam_92ff5ec57177,sg_6c9b432468da,TRACHYANDESITE,TRAIN,family_fam_92ff5ec57177
gl4mt,GL4MT,fam_1ed480278882,sg_6f311b68f27d,TRACHYANDESITE,TRAIN,family_fam_1ed480278882
ldm93,LDM93,fam_5545d0d42d7e,sg_7244f57756ab,TRACHYANDESITE,TRAIN,family_fam_5545d0d42d7e
iahf9,IAHF9,fam_8143e8aee23c,sg_7f2de1389983,TRACHYANDESITE,TRAIN,family_fam_8143e8aee23c
ldm214,LDM214,fam_2d59d06bebb7,sg_8a9901340a6e,TRACHYANDESITE,TRAIN,family_fam_2d59d06bebb7
iahh6,IAHH6,fam_c49ff58cc008,sg_8f9aa23ee536,TRACHYANDESITE,TRAIN,family_fam_c49ff58cc008
ldm198,LDM198,fam_ed58a09d3899,sg_971ee07c0714,TRACHYANDESITE,TRAIN,family_fam_ed58a09d3899
ldm155,LDM155,fam_38d83a3c6b7d,sg_9be261bb6b1e,TRACHYANDESITE,TRAIN,family_fam_38d83a3c6b7d
g22mt,G22MT,fam_548cb72738ce,sg_9c5e20e7d205,TRACHYANDESITE,TRAIN,family_fam_548cb72738ce
ldm221,LDM221,fam_024cbbd6d78f,sg_9caaef075bc8,TRACHYANDESITE,TRAIN,family_fam_024cbbd6d78f
kn284253,KN284253,fam_fec91119510b,sg_a0fdd4a09ddc,TRACHYANDESITE,TRAIN,family_fam_fec91119510b
g9mt,G9MT,fam_8e5105032496,sg_a5ff1f551627,TRACHYANDESITE,TRAIN,family_fam_8e5105032496
iahcs5,IAHCS5,fam_cd13a97a83ee,sg_affdb813b2bf,TRACHYANDESITE,TRAIN,family_fam_cd13a97a83ee
g5mt,G5MT,fam_6f0d47381e8c,sg_b39fb4b20c99,TRACHYANDESITE,TRAIN,family_fam_6f0d47381e8c
ldm100,LDM100,fam_3a6b01fb82b2,sg_b59eecddab69,TRACHYANDESITE,TRAIN,family_fam_3a6b01fb82b2
g13mt,G13MT,fam_98e0aed2d607,sg_b73dce8c2091,TRACHYANDESITE,TRAIN,family_fam_98e0aed2d607
g16mt,G16MT,fam_a2fc73294588,sg_b791a274a910,TRACHYANDESITE,TRAIN,family_fam_a2fc73294588
ao12,AO12,fam_9545ebdc849e,sg_bb6bcb9a6b57,TRACHYANDESITE,TRAIN,family_fam_9545ebdc849e
g20mt,G20MT,fam_7c2a92451b23,sg_bcd54de4d47f,TRACHYANDESITE,TRAIN,family_fam_7c2a92451b23
19p5,19P5,fam_ce74e76ca0c5,sg_bf90a7cce1c6,TRACHYANDESITE,TRAIN,family_fam_ce74e76ca0c5
iahf10,IAHF10,fam_194215bc7de8,sg_bff9c03a9f7a,TRACHYANDESITE,TRAIN,family_fam_194215bc7de8
iahf2,IAHF2,fam_db88bd808924,sg_c98d7865d2f7,TRACHYANDESITE,TRAIN,family_fam_db88bd808924
ldm9,LDM9,fam_6ea41e8f3ffd,sg_d491b3c49496,TRACHYANDESITE,TRAIN,family_fam_6ea41e8f3ffd
ldm186,LDM186,fam_ed9b5f0fa611,sg_d84bc6f5562b,TRACHYANDESITE,TRAIN,family_fam_ed9b5f0fa611
kn211405,KN211405,fam_c54a86328bc8,sg_e260c5a44a47,TRACHYANDESITE,TRAIN,family_fam_c54a86328bc8
ldm194,LDM194,fam_5dfcf2d0f564,sg_fd3ce595d208,TRACHYANDESITE,TRAIN,family_fam_5dfcf2d0f564
iahg1p,IAHG1P,fam_99b27abdf6f8,sg_0bdf3a1a42c5,BASALT,X_T,family_fam_99b27abdf6f8
ner2242c,NER2242C,fam_e2f7ec396b3b,sg_74bb506a9367,BASALT,X_T,family_fam_e2f7ec396b3b
iahas4,IAHAS4,fam_99916113b9e0,sg_7e96d36d13ce,BASALT,X_T,family_fam_99916113b9e0
kv0419,KV0419,fam_0788561a6942,sg_8e16e068ae65,BASALT,X_T,family_fam_0788561a6942
ml177,ML177,fam_1395c23a0176,sg_90db211206bd,BASALT,X_T,series_ml
ml287,ML287,fam_9589fa823c9a,sg_b43303696620,BASALT,X_T,series_ml
iahe2,IAHE2,fam_03747e4c8fad,sg_d29f632d9368,BASALT,X_T,family_fam_03747e4c8fad
iahg8,IAHG8,fam_f884a2b235ca,sg_d82bac1bcac4,BASALT,X_T,family_fam_f884a2b235ca
iahee17,IAHEE17,fam_6c7be2825f35,sg_27d6d6379a2b,BASALTICANDESITE,X_T,family_fam_6c7be2825f35
iahg14,IAHG14,fam_6663c2cd6546,sg_327fb5dd19b9,BASALTICANDESITE,X_T,family_fam_6663c2cd6546
iahaa5,IAHAA5,fam_01e6fc004bc3,sg_3dc391f90ec8,BASALTICANDESITE,X_T,family_fam_01e6fc004bc3
ldm175,LDM175,fam_6db9a64a5841,sg_5c5acd74e5f0,BASALTICANDESITE,X_T,family_fam_6db9a64a5841
iahas3,IAHAS3,fam_5383e7f9226d,sg_80e46560056a,BASALTICANDESITE,X_T,family_fam_5383e7f9226d
bcr1,BCR1,fam_14f2af27922a,sg_937d19d0ebd7,BASALTICANDESITE,X_T,family_fam_14f2af27922a
usbcr2,USBCR2,fam_5690084ef848,sg_937d19d0ebd7,BASALTICANDESITE,X_T,family_fam_5690084ef848
iahi10a,IAHI10A,fam_5b79c0d1bcfc,sg_e2d02e948e54,BASALTICANDESITE,X_T,family_fam_5b79c0d1bcfc
ldm176,LDM176,fam_925b9afe747c,sg_e959a405d647,BASALTICANDESITE,X_T,family_fam_925b9afe747c
ldm110,LDM110,fam_ff6308b7e5e9,sg_05ebd1587a78,RHYOLITE,X_T,family_fam_ff6308b7e5e9
ldm162,LDM162,fam_ae079c798f50,sg_1583d48f4075,RHYOLITE,X_T,family_fam_ae079c798f50
iah221,IAH221,fam_db9d9431364d,sg_436fe9480e7f,RHYOLITE,X_T,family_fam_db9d9431364d
j9718,J9718,fam_924eea02c5b2,sg_5c3fb5845aba,RHYOLITE,X_T,family_fam_924eea02c5b2
iah11,IAH11,fam_7d577c879842,sg_809d348e6922,RHYOLITE,X_T,family_fam_7d577c879842
iah10,IAH10,fam_6e883ebfeff2,sg_958daf4ac93c,RHYOLITE,X_T,family_fam_6e883ebfeff2
iah1,IAH1,fam_9f24223286ea,sg_97ae093c934f,RHYOLITE,X_T,family_fam_9f24223286ea
050a,050A,fam_550479b220b8,sg_eb73dc95e313,RHYOLITE,X_T,family_fam_550479b220b8
iahh7,IAHH7,fam_1b071e42c206,sg_6859169574c1,TRACHYANDESITE,X_T,family_fam_1b071e42c206
iahee11f,IAHEE11F,fam_2697bd208c9b,sg_71ecc1a6b08c,TRACHYANDESITE,X_T,family_fam_2697bd208c9b
iahcs8,IAHCS8,fam_b9ff1550eb1f,sg_81c15fa855fa,TRACHYANDESITE,X_T,family_fam_b9ff1550eb1f
iahds1,IAHDS1,fam_69635780d656,sg_b7881cc478da,TRACHYANDESITE,X_T,family_fam_69635780d656
iahbs3,IAHBS3,fam_e40c4f1ce80c,sg_c355712a29ae,TRACHYANDESITE,X_T,family_fam_e40c4f1ce80c
iahcs7,IAHCS7,fam_5c7a48fb6c86,sg_caf6cbcb8bb8,TRACHYANDESITE,X_T,family_fam_5c7a48fb6c86
iahf4,IAHF4,fam_5614dff918e2,sg_d9c54088d6d7,TRACHYANDESITE,X_T,family_fam_5614dff918e2
iahh2,IAHH2,fam_7d6cd3926de4,sg_da042a30ea4e,TRACHYANDESITE,X_T,family_fam_7d6cd3926de4
iahcs2,IAHCS2,fam_458e92a8d03d,sg_0d2d7fa9e660,BASALT,X_V,family_fam_458e92a8d03d
iahee9,IAHEE9,fam_8198e5a68e7e,sg_12f570ba31b2,BASALT,X_V,family_fam_8198e5a68e7e
iahdiabase3,IAHDIABASE3,fam_02a6b11a9bab,sg_37636de26d7a,BASALT,X_V,family_fam_02a6b11a9bab
ml85,ML85,fam_9d538b86b97c,sg_73e9b9e9b09d,BASALT,X_V,series_ml
ldm178,LDM178,fam_565ef48e1964,sg_77dbd8132f24,BASALTICANDESITE,X_V,family_fam_565ef48e1964
ldm150,LDM150,fam_7f466de2291e,sg_9ad3abac3a49,BASALTICANDESITE,X_V,family_fam_7f466de2291e
iahas1,IAHAS1,fam_1577473cf302,sg_d96ad6b14e9d,BASALTICANDESITE,X_V,family_fam_1577473cf302
iahee16,IAHEE16,fam_28e6f85c28e0,sg_fbe2cabdd648,BASALTICANDESITE,X_V,family_fam_28e6f85c28e0
gbw07113,GBW07113,fam_6a71ab85aae3,sg_456c654a4fb3,RHYOLITE,X_V,family_fam_6a71ab85aae3
iah7,IAH7,fam_f820ccfb1377,sg_a1716a0b706a,RHYOLITE,X_V,family_fam_f820ccfb1377
845l,845L,fam_bbc2b122ae13,sg_a601e2b08dc1,RHYOLITE,X_V,family_fam_bbc2b122ae13
iahee8,IAHEE8,fam_e359334708ea,sg_b45214ccb9a5,RHYOLITE,X_V,family_fam_e359334708ea
iahh8,IAHH8,fam_d3579ca846bf,sg_5010063b9b72,TRACHYANDESITE,X_V,family_fam_d3579ca846bf
iahh1,IAHH1,fam_bddb240bbf38,sg_620180b0bd37,TRACHYANDESITE,X_V,family_fam_bddb240bbf38
iahcs9,IAHCS9,fam_ca140cab9157,sg_63b211d8594c,TRACHYANDESITE,X_V,family_fam_ca140cab9157
iahf3,IAHF3,fam_1ec49319c7cd,sg_b4618d6a73db,TRACHYANDESITE,X_V,family_fam_1ec49319c7cd
